,gene,validation,localization
6157,YER107C,Verified,cytoplasm
6159,YGR259C,Dubious,null
6160,YEL047C,Verified,null
6161,YPR016C,Verified,nucleolus
6164,YML009C,Verified,ribosomal
6165,YML072C,Verified,membrane
6166,YDR142C,Verified,null
6169,YJL130C,Verified,membrane
6171,YBR116C,Dubious,null
6175,YKL182W,Verified,null
6176,YDR333C,Verified,ribosomal
6177,YPL027W,Verified,null
6178,YIR012W,Verified,null
6181,YML089C,Dubious,null
6182,YLR431C,Verified,null
6186,YER030W,Verified,null
6190,YKR039W,Verified,null
6192,YPL009C,Verified,null
6193,YDR268W,Verified,null
6196,YMR131C,Verified,nucleolus
6197,YMR293C,Verified,membrane
6198,YJL214W,Verified,null
6199,YIL105C,Verified,null
6202,YIL150C,Verified,null
6203,YLR349W,Dubious,null
6205,YBR212W,Verified,nucle
6207,YLR254C,Verified,cytoplasm
6208,YGR085C,Verified,ribosomal
6209,YPL105C,Verified,membrane
6210,YGR145W,Verified,nucleolus
6211,YGR110W,Verified,membrane
6212,YKL177W,Dubious,null
6213,YGL154C,Verified,null
6216,YKL099C,Verified,nucleolus
6217,YDR315C,Verified,null
6218,YLR394W,Verified,null
6219,YNL104C,Verified,mitochond
6221,YNR066C,Uncharacterized,null
6222,YLR220W,Verified,null
6224,YMR232W,Verified,cytoplasm
6225,YNL083W,Verified,mitochond
6226,YMR238W,Verified,null
6227,YER168C,Verified,cytoplasm
6228,YPL265W,Verified,null
6231,YEL026W,Verified,nucleolus
6232,YGR050C,Uncharacterized,null
6233,YDR021W,Verified,nucleolus
6234,YGL063W,Verified,null
6235,YPL212C,Verified,null
6236,YOL157C,Verified,null
6237,YOR345C,Dubious,null
6238,YPR095C,Verified,null
6239,YOR310C,Verified,nucleolus
6242,YGL236C,Verified,null
6243,YHR133C,Verified,endoplasm
6245,YIL090W,Verified,endoplasm
6246,YBR183W,Verified,null
6247,YOL048C,Verified,null
6249,YGR290W,Dubious,null
6250,YEL004W,Verified,null
6251,YPR057W,Verified,null
6252,YLL032C,Verified,null
6253,YDR116C,Verified,ribosomal
6254,YDR299W,Verified,nucleolus
6255,YLR030W,Uncharacterized,null
6256,YDR122W,Verified,cytoplasm
6259,YLR467W,Verified,null
6260,YJL194W,Verified,null
6262,YDL070W,Verified,null
6263,YOR241W,Verified,mitochond
6264,YLR056W,Verified,null
6265,YPR039W,Dubious,null
6266,YKL110C,Verified,cytoplasm
6268,YLR204W,Verified,mitochond
6269,YML097C,Verified,null
6270,YKR007W,Verified,null
6271,YDL096C,Dubious,null
6273,YBL099W,Verified,nucle
6275,YOR126C,Verified,null
6276,YMR023C,Verified,mitochond
6277,YOR119C,Verified,cytoplasm
6278,YNL187W,Verified,null
6279,YMR141C,Uncharacterized,null
6280,YLL014W,Verified,null
6281,YBL062W,Dubious,null
6283,YOR199W,Dubious,null
6285,YHR088W,Verified,nucleolus
6286,YBR017C,Verified,null
6287,YPR162C,Verified,null
6290,YKL050C,Verified,null
6292,YGL099W,Verified,cytosol
6294,YIL119C,Verified,null
6295,YPL193W,Verified,null
6296,YNL005C,Verified,ribosomal
6297,YGL217C,Dubious,null
6299,YLR379W,Dubious,null
6303,YNL331C,Verified,null
6304,YJL079C,Verified,null
6307,YGR201C,Uncharacterized,null
6310,YPL160W,Verified,null
6311,YNL023C,Verified,null
6312,YDR214W,Verified,null
6313,YIL126W,Verified,null
6314,YLR295C,Verified,null
6315,YHR168W,Verified,mitochond
6318,YOL081W,Verified,membrane
6319,YOL036W,Uncharacterized,null
6320,YGL148W,Verified,null
6321,YBR282W,Verified,ribosomal
6322,YDR194C,Verified,null
6323,YOL114C,Verified,ribosomal
6324,YNL257C,Verified,null
6326,YKL076C,Dubious,null
6327,YDR466W,Verified,null
6328,YFR045W,Uncharacterized,mitochond
6329,YIL002C,Verified,membrane
6330,YGR159C,Verified,null
6333,YNL118C,Verified,nucle
6335,YJR117W,Verified,nucle
6337,YER127W,Verified,null
6338,YBL015W,Verified,cytosol
6339,YLR017W,Verified,null
6340,YHR110W,Verified,null
6341,YBR041W,Verified,membrane
6343,YPL078C,Verified,null
6344,YCL068C,Uncharacterized,null
6345,YDL039C,Verified,null
6346,YKL202W,Dubious,null
6348,YGR184C,Verified,null
6349,YOR366W,Dubious,null
6350,YNL275W,Verified,null
6353,YLL051C,Verified,null
6354,YDR395W,Verified,cytoplasm
6355,YLR079W,Verified,cytoplasm
6357,YMR093W,Verified,nucleolus
6358,YKR066C,Verified,mitochond
6359,YDR079W,Verified,mitochond
6361,YOR169C,Dubious,null
6363,YPR072W,Verified,null
6365,YCR091W,Verified,null
6367,YDR244W,Verified,cytosol
6368,YER189W,Uncharacterized,null
6369,YJL009W,Dubious,null
6371,YGR271W,Verified,null
6372,YDR233C,Verified,membrane
6375,YBL100C,Dubious,endoplasm
6380,YDL057W,Uncharacterized,null
6381,YPR014C,Dubious,null
6385,YPL235W,Verified,null
6386,YLR122C,Dubious,null
6388,YBL087C,Verified,ribosomal
6389,YJL132W,Uncharacterized,null
6390,YGL190C,Verified,nucle
6391,YBR110W,Verified,null
6393,YFL046W,Verified,null
6395,YKL137W,Verified,mitochond
6396,YDR447C,Verified,ribosomal
6398,YNL324W,Dubious,null
6400,YJL063C,Verified,ribosomal
6401,YPL021W,Verified,null
6402,YIR010W,Verified,null
6403,YDR331W,Verified,endoplasm
6404,YML056C,Verified,null
6405,YKR044W,Verified,null
6406,YLR433C,Verified,null
6413,YDL111C,Verified,cytoplasm
6414,YMR133W,Verified,null
6416,YKL159C,Verified,null
6418,YBR101C,Verified,null
6419,YLR396C,Verified,cytosol
6420,YBR245C,Verified,null
6421,YJL216C,Verified,null
6423,YPL103C,Verified,mitochond
6425,YIL152W,Uncharacterized,null
6427,YAL010C,Verified,null
6428,YGR143W,Verified,null
6429,YGR112W,Verified,mitochond
6431,YHR174W,Verified,membrane
6432,YOR012W,Uncharacterized,null
6433,YHR062C,Verified,cytosol
6434,YDL213C,Verified,nucleolus
6435,YDR317W,Verified,null
6437,YKL097C,Dubious,null
6438,YNL106C,Verified,null
6439,YOR378W,Verified,null
6441,YMR230W,Uncharacterized,ribosomal
6447,YAL066W,Dubious,null
6448,YOR278W,Verified,null
6449,YNL085W,Verified,nucle
6451,YPL210C,Verified,null
6452,YOR087W,Verified,mitochond
6454,YOR347C,Verified,null
6455,YPR093C,Verified,cytoplasm
6457,YOL155C,Verified,null
6458,YDR421W,Verified,null
6460,YDR294C,Verified,nucle
6461,YHR135C,Verified,null
6462,YDR015C,Dubious,null
6463,YBR181C,Verified,ribosomal
6464,YOR078W,Verified,nucleolus
6465,YOR243C,Verified,cytoplasm
6466,YMR165C,Verified,membrane
6467,YCR005C,Verified,null
6468,YGR296W,Verified,null
6470,YHR037W,Verified,null
6471,YLR032W,Verified,null
6472,YDR114C,Uncharacterized,null
6473,YLL030C,Dubious,null
6474,YLL065W,Dubious,null
6475,YBR099C,Dubious,null
6476,YBL027W,Verified,ribosomal
6479,YNL232W,Verified,cytoplasm
6481,YOR225W,Dubious,null
6482,YDR120C,Verified,membrane
6483,YLR465C,Dubious,null
6484,YJL192C,Verified,membrane
6485,YLR054C,Verified,cytoplasm
6486,YLR009W,Verified,nucleolus
6487,YDR063W,Verified,null
6488,YBR209W,Dubious,null
6490,YER044C,Verified,endoplasm
6491,YDR278C,Uncharacterized,null
6492,YLR105C,Verified,membrane
6493,YML091C,Verified,mitochond
6496,YLR202C,Dubious,null
6498,YMR143W,Verified,ribosomal
6500,YNL189W,Verified,cytoplasm
6502,YGL122C,Verified,cytoplasm
6503,YDL018C,Verified,null
6504,YNL303W,Dubious,null
6505,YPR160W,Dubious,null
6507,YBR019C,Verified,null
6508,YKL056C,Verified,cytosol
6509,YGR160W,Dubious,null
6510,YDL163W,Dubious,null
6512,YJR057W,Verified,cytoplasm
6513,YGL211W,Verified,null
6514,YFL032W,Dubious,null
6515,YLR377C,Verified,null
6517,YAL059W,Verified,nucleolus
6518,YNL007C,Verified,cytosol
6519,YPL148C,Verified,null
6520,YJR137C,Verified,null
6521,YMR021C,Verified,null
6523,YDR378C,Verified,nucle
6525,YDL158C,Dubious,null
6526,YOR104W,Verified,null
6527,YFL009W,Verified,null
6529,YLR279W,Dubious,null
6530,YDR216W,Verified,null
6531,YIL120W,Verified,null
6533,YGR095C,Verified,cytoplasm
6534,YCL027W,Verified,null
6535,YHR029C,Verified,null
6536,YAL033W,Verified,null
6537,YBR284W,Uncharacterized,null
6538,YNR036C,Verified,ribosomal
6539,YNR049C,Verified,null
6540,YDR192C,Verified,cytoplasm
6542,YML109W,Verified,cytoplasm
6544,YNL251C,Verified,null
6546,YBL004W,Verified,nucleolus
6547,YBR164C,Verified,null
6548,YHR074W,Verified,cytoplasm
6549,YDR464W,Verified,cytosol
6552,YKL078W,Verified,nucleolus
6554,YPL053C,Verified,null
6557,YER125W,Verified,cytoplasm
6560,YHR116W,Verified,mitochond
6562,YGR093W,Verified,cytosol
6563,YDL037C,Verified,null
6564,YLR442C,Verified,nucleolus
6566,YOR364W,Dubious,null
6568,YDR397C,Verified,null
6569,YPR198W,Verified,null
6570,YHL038C,Verified,null
6573,YOR331C,Dubious,null
6574,YML076C,Verified,null
6578,YER012W,Verified,membrane
6580,YDL135C,Verified,null
6581,YCR093W,Verified,cytoplasm
6582,YGR273C,Uncharacterized,null
6583,YBR069C,Verified,null
6585,YCR104W,Verified,null
6586,YDR040C,Verified,null
6588,YPR012W,Dubious,null
6591,YGR255C,Verified,mitochond
6592,YDL051W,Verified,nucleolus
6593,YBL102W,Verified,null
6595,YLR120C,Verified,nucle
6597,YNL068C,Verified,cytosol
6598,YJL169W,Dubious,null
6599,YBL002W,Verified,null
6600,YDR146C,Verified,cytoplasm
6601,YBR112C,Verified,null
6602,YBL081W,Uncharacterized,null
6603,YFL040W,Uncharacterized,null
6604,YNL326C,Verified,null
6605,YDR337W,Verified,ribosomal
6606,YJL061W,Verified,cytosol
6608,YKL131W,Dubious,null
6611,YPL023C,Verified,null
6612,YDR231C,Verified,mitochond
6613,YJL112W,Verified,mitochond
6615,YNL193W,Uncharacterized,null
6619,YJR076C,Verified,cytoplasm
6620,YKL157W,Verified,null
6621,YBR003W,Verified,null
6622,YPR129W,Verified,null
6623,YDL113C,Verified,null
6625,YGL007W,Uncharacterized,null
6626,YPL005W,Verified,mitochond
6627,YBR247C,Verified,nucleolus
6629,YJL210W,Verified,null
6630,YLR398C,Verified,null
6632,YIL101C,Verified,null
6634,YOR208W,Verified,null
6636,YPL101W,Verified,mitochond
6637,YLR258W,Verified,null
6638,YBR178W,Dubious,null
6640,YHR176W,Verified,endoplasm
6641,YJR018W,Dubious,null
6643,YDL244W,Verified,null
6648,YLR451W,Verified,null
6650,YGR084C,Verified,ribosomal
6652,YNR077C,Uncharacterized,null
6653,YOL044W,Verified,null
6654,YLR323C,Verified,null
6655,YOR085W,Verified,null
6656,YGR054W,Verified,ribosomal
6657,YOR050C,Dubious,null
6658,YNL087W,Verified,null
6660,YLR318W,Verified,nucleolus
6661,YOR341W,Verified,nucleolus
6662,YDR296W,Verified,mitochond
6664,YPR091C,Verified,null
6666,YAR030C,Dubious,null
6667,YJR158W,Verified,null
6670,YMR198W,Verified,null
6671,YCR003W,Verified,ribosomal
6672,YDR342C,Verified,null
6673,YMR163C,Verified,null
6674,YGR294W,Verified,null
6675,YEL008W,Uncharacterized,null
6676,YLL067C,Uncharacterized,null
6677,YBR020W,Verified,null
6678,YLR418C,Verified,null
6679,YDR112W,Dubious,null
6681,YPL153C,Verified,cytosol
6682,YBL025W,Verified,nucleolus
6683,YOL066C,Verified,null
6684,YDR126W,Verified,nucle
6685,YPL216W,Uncharacterized,null
6686,YOR223W,Verified,null
6687,YEL022W,Verified,null
6689,YDL074C,Verified,null
6690,YLR463C,Dubious,null
6691,YJL190C,Verified,ribosomal
6693,YNL265C,Verified,null
6697,YPR166C,Verified,ribosomal
6699,YNL301C,Verified,ribosomal
6700,YDR445C,Dubious,null
6701,YMR058W,Verified,null
6703,YOR290C,Verified,null
6704,YKL114C,Verified,mitochond
6705,YML024W,Verified,ribosomal
6706,YML093W,Verified,nucleolus
6707,YHR197W,Verified,cytosol
6708,YDR276C,Verified,null
6709,YLR200W,Verified,null
6710,YKR003W,Verified,membrane
6712,YMR321C,Uncharacterized,null
6713,YER175C,Verified,null
6715,YDL183C,Verified,mitochond
6716,YPL278C,Uncharacterized,null
6718,YCL049C,Uncharacterized,null
6719,YBL066C,Verified,null
6720,YGL107C,Verified,membrane
6721,YDR169C,Uncharacterized,cytoplasm
6723,YLR169W,Dubious,null
6724,YMR272C,Verified,null
6725,YPR108W,Uncharacterized,null
6726,YKL054C,Verified,null
6727,YGR162W,Verified,null
6728,YDL165W,Verified,cytoplasm
6731,YJR051W,Verified,endoplasm
6732,YNL009W,Verified,null
6733,YFL034W,Uncharacterized,null
6734,YJR135C,Verified,null
6735,YGL213C,Verified,null
6736,YMR076C,Verified,cytosol
6738,YJR037W,Dubious,null
6739,YNL027W,Verified,cytoplasm
6740,YLR291C,Verified,null
6741,YDR210W,Uncharacterized,null
6742,YIL122W,Verified,null
6744,YJR113C,Verified,ribosomal
6746,YIR026C,Verified,cytoplasm
6747,YER057C,Verified,cytoplasm
6748,YGR097W,Verified,null
6750,YCL025C,Verified,null
6751,YNR034W,Verified,null
6752,YOL085C,Uncharacterized,null
6753,YNL282W,Verified,cytosol
6755,YGL144C,Verified,cytoplasm
6756,YDR190C,Verified,null
6759,YGR108W,Verified,cytoplasm
6761,YBR231C,Verified,cytosol
6762,YPL197C,Dubious,null
6764,YDR462W,Verified,ribosomal
6765,YJL148W,Verified,nucleolus
6767,YPL055C,Verified,null
6769,YLR353W,Verified,null
6770,YIL148W,Verified,ribosomal
6771,YNR016C,Verified,endoplasm
6772,YFR036W,Dubious,cytosol
6773,YHR114W,Verified,null
6774,YGR028W,Verified,mitochond
6776,YNL279W,Verified,null
6778,YDL068W,Dubious,null
6779,YOL027C,Verified,mitochond
6781,YPL120W,Verified,membrane
6782,YOL145C,Verified,null
6784,YHR149C,Verified,null
6785,YOL110W,Verified,membrane
6786,YDR005C,Verified,nucleolus
6788,YHL041W,Dubious,null
6790,YGR188C,Verified,null
6791,YOR362C,Verified,cytoplasm
6792,YLR126C,Verified,null
6793,YDL053C,Verified,null
6794,YML074C,Verified,nucleolus
6797,YER010C,Verified,null
6798,YML003W,Uncharacterized,null
6799,YMR097C,Verified,mitochond
6803,YHR096C,Verified,null
6804,YDL035C,Verified,null
6806,YCR102C,Uncharacterized,null
6807,YOR257W,Verified,null
6809,YDR042C,Uncharacterized,null
6811,YGR253C,Verified,cytoplasm
6812,YDR510W,Verified,null
6813,YEL014C,Dubious,null
6814,YDR467C,Dubious,null
6817,YPL231W,Verified,null
6818,YLR148W,Verified,null
6819,YMR137C,Verified,null
6820,YDL082W,Verified,ribosomal
6821,YKL155C,Verified,ribosomal
6822,YFL042C,Verified,mitochond
6823,YBL083C,Dubious,null
6824,YDR148C,Verified,nucle
6825,YPL096W,Verified,cytosol
6826,YDR335W,Verified,cytoplasm
6827,YPR141C,Verified,null
6828,YJL067W,Dubious,null
6829,YMR039C,Verified,null
6833,YLL011W,Verified,nucleolus
6836,YFL064C,Uncharacterized,null
6837,YNL191W,Verified,null
6838,YDR237W,Verified,ribosomal
6839,YJL110C,Verified,null
6840,YKR048C,Verified,null
6842,YPL003W,Verified,null
6844,YJR094C,Verified,null
6845,YJR074W,Verified,null
6847,YDL148C,Verified,nucleolus
6850,YIL156W,Verified,null
6851,YBR241C,Uncharacterized,null
6852,YJL212C,Verified,null
6853,YPL156C,Verified,null
6854,YNL312W,Verified,null
6856,YDR099W,Verified,cytoplasm
6858,YKL188C,Verified,nucle
6859,YHR170W,Verified,ribosomal
6860,YDR259C,Verified,null
6861,YKL068W,Verified,null
6862,YGR098C,Verified,cytoplasm
6863,YKL093W,Verified,null
6864,YMR002W,Verified,mitochond
6865,YLR261C,Uncharacterized,null
6866,YDL246C,Verified,null
6868,YPL178W,Verified,null
6869,YPR202W,Uncharacterized,null
6870,YIL096C,Verified,nucleolus
6871,YOL046C,Dubious,null
6872,YFR011C,Verified,null
6875,YLR457C,Verified,nucle
6878,YGL065C,Verified,null
6880,YBR012C,Dubious,null
6881,YGR116W,Verified,null
6882,YOR343C,Dubious,null
6885,YBR185C,Verified,mitochond
6887,YDR290W,Dubious,null
6890,YIR042C,Uncharacterized,null
6891,YER119C,Dubious,null
6893,YKR105C,Verified,null
6894,YDR499W,Verified,null
6896,YMR322C,Verified,null
6897,YLL061W,Verified,null
6898,YDR110W,Verified,nucleolus
6899,YDR419W,Verified,mitochond
6900,YOR221C,Verified,null
6901,YPL214C,Verified,null
6902,YGL165C,Dubious,null
6903,YOL064C,Verified,null
6904,YBL023C,Verified,cytoplasm
6905,YOR274W,Verified,nucleolus
6906,YHR213W,Uncharacterized,null
6907,YOR329C,Verified,null
6908,YLR005W,Verified,null
6909,YDR124W,Uncharacterized,null
6910,YNL267W,Verified,null
6911,YJL143W,Verified,mitochond
6912,YLL047W,Dubious,null
6915,YNL307C,Verified,membrane
6919,YPR164W,Verified,null
6921,YDR274C,Uncharacterized,null
6923,YML026C,Verified,ribosomal
6925,YDR229W,Verified,null
6926,YDL181W,Verified,null
6927,YBR022W,Verified,null
6928,YER177W,Verified,cytoplasm
6929,YML048W,Verified,endoplasm
6930,YBL064C,Verified,null
6931,YHR006W,Verified,cytoplasm
6932,YKL221W,Verified,null
6934,YLR167W,Verified,ribosomal
6935,YMR270C,Verified,nucleolus
6936,YLR293C,Verified,cytoplasm
6937,YLR228C,Verified,membrane
6940,YDR374C,Verified,null
6941,YKL021C,Verified,null
6942,YDL167C,Verified,null
6943,YLR388W,Verified,ribosomal
6944,YLR373C,Verified,null
6945,YKR001C,Verified,mitochond
6946,YKR054C,Verified,null
6948,YGL013C,Verified,cytosol
6949,YMR070W,Verified,cytosol
6953,YLR456W,Uncharacterized,null
6954,YNL052W,Verified,null
6955,YGL188C,Dubious,null
6958,YDL232W,Verified,endoplasm
6959,YPL119C,Verified,null
6960,YLR242C,Verified,null
6961,YJR148W,Verified,null
6962,YEL010W,Dubious,null
6966,YAL037W,Uncharacterized,null
6967,YGL146C,Uncharacterized,null
6969,YBR262C,Verified,null
6971,YFL036W,Verified,nucle
6973,YIL051C,Verified,null
6975,YNR010W,Verified,cytosol
6978,YNL169C,Verified,mitochond
6979,YFR034C,Verified,cytoplasm
6980,YHR070W,Verified,mitochond
6982,YNL112W,Verified,null
6983,YHL047C,Verified,nucle
6985,YOR335C,Verified,mitochond
6986,YLR193C,Verified,mitochond
6987,YGL251C,Verified,null
6995,YOL147C,Verified,endoplasm
6999,YPR089W,Uncharacterized,null
7000,YBR233W,Verified,cytoplasm
7001,YPL122C,Verified,null
7004,YGL179C,Verified,nucle
7005,YGR120C,Verified,null
7006,YML001W,Verified,mitochond
7007,YLL028W,Verified,null
7008,YER016W,Verified,null
7009,YDR438W,Verified,null
7011,YLR124W,Dubious,null
7012,YLR026C,Verified,null
7014,YHR094C,Verified,null
7016,YDL033C,Verified,null
7017,YMR255W,Verified,nucle
7018,YHR209W,Verified,null
7019,YGL247W,Verified,null
7023,YPL233W,Verified,null
7024,YOR255W,Verified,null
7025,YHR024C,Verified,null
7026,YOR200W,Dubious,null
7027,YGR251W,Verified,nucleolus
7028,YPR047W,Verified,null
7029,YDR044W,Verified,null
7031,YOL128C,Verified,null
7032,YPL215W,Verified,membrane
7033,YKL153W,Dubious,null
7034,YFL019C,Dubious,null
7036,YNL296W,Dubious,null
7038,YOR105W,Uncharacterized,null
7039,YDR541C,Verified,null
7041,YDR340W,Dubious,null
7043,YPL090C,Verified,ribosomal
7044,YPR078C,Uncharacterized,null
7047,YNL197C,Verified,null
7048,YLR439W,Verified,ribosomal
7049,YCR020C,Verified,null
7050,YDR450W,Verified,ribosomal
7052,YCR097W,Dubious,null
7055,YPR125W,Verified,mitochond
7058,YPL001W,Verified,cytoplasm
7060,YNL319W,Dubious,null
7062,YNL159C,Verified,nucle
7065,YLR181C,Verified,null
7066,YCR073C,Verified,null
7068,YPL150W,Uncharacterized,null
7069,YJL012C,Verified,membrane
7073,YKL066W,Dubious,null
7074,YMR004W,Verified,cytoplasm
7080,YDR401W,Dubious,null
7082,YHR013C,Verified,null
7083,YOL040C,Verified,ribosomal
7084,YGR072W,Verified,nucleolus
7086,YIL023C,Verified,null
7087,YNR073C,Verified,null
7088,YPR200C,Verified,null
7089,YIL072W,Verified,null
7091,YBR229C,Verified,null
7094,YLR455W,Verified,cytosol
7097,YAR042W,Verified,endoplasm
7098,YFR028C,Verified,nucleolus
7099,YBR152W,Verified,cytosol
7100,YOR072W,Uncharacterized,null
7101,YDR292C,Verified,endoplasm
7103,YMR194W,Verified,ribosomal
7106,YER117W,Verified,cytosol
7107,YOR301W,Verified,null
7108,YKL218C,Verified,null
7109,YBR039W,Verified,null
7110,YLL063C,Verified,null
7111,YAR070C,Dubious,null
7113,YMR309C,Verified,null
7115,YMR180C,Verified,cytoplasm
7116,YGL163C,Verified,null
7118,YOL131W,Uncharacterized,null
7122,YLL045C,Verified,ribosomal
7123,YLR156W,Uncharacterized,null
7124,YLR007W,Verified,null
7125,YNL261W,Verified,null
7128,YNL305C,Verified,endoplasm
7129,YJL046W,Verified,null
7131,YOR191W,Verified,nucleolus
7132,YDR272W,Verified,null
7134,YML020W,Uncharacterized,null
7135,YLR103C,Verified,null
7136,YOR294W,Verified,nucleolus
7137,YEL062W,Verified,null
7138,YPR064W,Uncharacterized,null
7140,YLR038C,Verified,membrane
7141,YNL096C,Verified,ribosomal
7142,YDR038C,Verified,null
7143,YDL187C,Dubious,null
7144,YBR024W,Verified,null
7145,YER171W,Verified,null
7146,YDL047W,Verified,null
7148,YGL124C,Verified,cytosol
7149,YMR276W,Verified,null
7150,YEL059W,Dubious,null
7152,YLR165C,Verified,null
7153,YCR069W,Verified,null
7154,YKL223W,Dubious,null
7155,YLR138W,Verified,null
7157,YJL173C,Verified,null
7159,YKL127W,Verified,null
7160,YDR309C,Verified,null
7161,YLR386W,Verified,null
7163,YDL169C,Verified,null
7164,YLR092W,Verified,null
7166,YMR072W,Verified,nucle
7167,YJR033C,Verified,membrane
7168,YKR056W,Verified,null
7169,YGL011C,Verified,cytoplasm
7171,YMR123W,Verified,endoplasm
7172,YGR073C,Dubious,null
7173,YGR209C,Verified,null
7174,YLR183C,Verified,null
7175,YNL050C,Uncharacterized,null
7176,YLR240W,Verified,nucle
7181,YKL049C,Verified,null
7182,YJR080C,Verified,mitochond
7183,YNR038W,Verified,nucleolus
7185,YCL029C,Verified,null
7186,YFL038C,Verified,endoplasm
7187,YJR131W,Verified,null
7189,YNL110C,Verified,nucleolus
7190,YAL068C,Verified,null
7191,YDR367W,Verified,null
7192,YIL053W,Verified,null
7193,YPL059W,Verified,null
7194,YGL253W,Verified,mitochond
7195,YHL032C,Verified,null
7196,YHL045W,Dubious,null
7197,YOR337W,Verified,null
7199,YOR097C,Uncharacterized,null
7200,YHR118C,Verified,null
7201,YGL075C,Verified,null
7202,YOL023W,Verified,null
7204,YER154W,Verified,membrane
7205,YBR300C,Dubious,null
7209,YAL042W,Verified,endoplasm
7210,YAL035W,Verified,cytosol
7211,YBR235W,Verified,mitochond
7213,YIL162W,Verified,cytoplasm
7215,YHR145C,Dubious,null
7216,YBR195C,Verified,cytoplasm
7220,YGR213C,Verified,null
7221,YDR384C,Verified,null
7222,YML007W,Verified,cytoplasm
7224,YDR481C,Verified,null
7225,YER014W,Verified,mitochond
7226,YPR041W,Verified,ribosomal
7227,YNL213C,Verified,null
7228,YBR058C,Verified,null
7231,YHR092C,Verified,null
7232,YDL199C,Uncharacterized,null
7233,YDR434W,Verified,membrane
7236,YDL064W,Verified,null
7237,YDL031W,Verified,nucleolus
7238,YMR257C,Verified,mitochond
7239,YBL108W,Dubious,null
7240,YDR514C,Verified,null
7241,YOR253W,Verified,null
7242,YOR202W,Verified,null
7243,YDR033W,Verified,null
7244,YGL245W,Verified,mitochond
7246,YGR079W,Uncharacterized,null
7247,YDL119C,Verified,mitochond
7249,YGL198W,Verified,null
7250,YKL104C,Verified,null
7251,YOR170W,Dubious,null
7252,YIL019W,Verified,nucleolus
7253,YML069W,Verified,null
7255,YKR047W,Dubious,null
7256,YGR279C,Verified,null
7258,YCR022C,Uncharacterized,null
7259,YLL015W,Verified,null
7261,YFL060C,Verified,null
7262,YDR173C,Verified,null
7264,YCL057W,Verified,membrane
7265,YBR072W,Verified,cytoplasm
7266,YBR005W,Verified,endoplasm
7269,YJR047C,Verified,null
7270,YMR006C,Verified,null
7271,YAL016W,Verified,cytoplasm
7272,YHR011W,Verified,null
7274,YJL150W,Dubious,null
7275,YNL077W,Verified,null
7277,YBR172C,Verified,endoplasm
7279,YJL010C,Verified,nucleolus
7280,YPL092W,Verified,null
7281,YPL029W,Verified,null
7282,YBR236C,Verified,cytosol
7284,YDL242W,Dubious,null
7285,YIL070C,Verified,null
7286,YER085C,Uncharacterized,null
7287,YJL225C,Uncharacterized,null
7288,YKL064W,Verified,mitochond
7289,YLR265C,Verified,null
7294,YDR403W,Verified,null
7297,YBR189W,Verified,ribosomal
7298,YCL037C,Verified,null
7299,YIL025C,Dubious,null
7300,YNR071C,Uncharacterized,null
7303,YNR024W,Verified,cytosol
7304,YOL108C,Verified,null
7305,YLR329W,Verified,null
7307,YCL045C,Verified,null
7308,YKL002W,Verified,null
7309,YDR328C,Verified,cytoplasm
7315,YHR124W,Verified,null
7316,YER148W,Dubious,null
7317,YCR050C,Uncharacterized,null
7318,YGL033W,Verified,null
7319,YOR303W,Verified,null
7320,YIL087C,Verified,null
7321,YMR192W,Verified,null
7322,YMR229C,Verified,nucleolus
7324,YOR056C,Verified,null
7325,YOR270C,Verified,null
7326,YDR106W,Verified,null
7328,YMR182C,Verified,cytosol
7329,YBR201W,Verified,endoplasm
7330,YLL043W,Verified,null
7333,YOL133W,Verified,cytoplasm
7334,YNL263C,Verified,endoplasm
7335,YHR217C,Dubious,null
7336,YDR128W,Verified,null
7337,YOR193W,Verified,null
7338,YER028C,Verified,null
7339,YMR052W,Verified,null
7340,YMR203W,Verified,mitochond
7341,YKR076W,Verified,null
7342,YDR225W,Verified,null
7343,YDR270W,Verified,null
7345,YGR230W,Verified,null
7348,YER173W,Verified,null
7349,YBR026C,Verified,null
7350,YDL185W,Verified,null
7351,YBR091C,Verified,mitochond
7354,YPL227C,Verified,endoplasm
7355,YDL010W,Verified,endoplasm
7357,YDL045C,Verified,null
7358,YLR163C,Verified,null
7359,YLR178C,Verified,cytoplasm
7360,YKL225W,Dubious,null
7362,YBL079W,Verified,null
7364,YFL001W,Verified,cytoplasm
7365,YDR150W,Verified,null
7366,YKL125W,Verified,nucleolus
7367,YKL170W,Verified,ribosomal
7369,YLR384C,Verified,cytoplasm
7370,YPL060W,Verified,mitochond
7371,YML099C,Verified,null
7373,YLR090W,Verified,mitochond
7374,YDL212W,Verified,endoplasm
7377,YER046W,Dubious,cytosol
7378,YMR029C,Verified,null
7379,YIR030C,Verified,null
7380,YKR050W,Verified,null
7381,YMR121C,Verified,ribosomal
7384,YNL038W,Verified,null
7385,YOL165C,Verified,null
7386,YIL139C,Verified,nucle
7387,YLR246W,Verified,endoplasm
7389,YLR359W,Verified,null
7391,YJL206C,Uncharacterized,null
7396,YGL142C,Verified,null
7397,YGR179C,Verified,null
7398,YGR102C,Verified,null
7402,YJR087W,Dubious,null
7406,YGL255W,Verified,null
7407,YFR007W,Verified,null
7408,YLR333C,Verified,ribosomal
7410,YHL030W,Verified,null
7411,YGL077C,Verified,null
7412,YPL204W,Verified,membrane
