,gene,validation,localization
4259,YDR343C,Verified,transmembrane
4260,YLR387C,Verified,molecular_function
4261,YAL034C,Verified,molecular_function
4262,YNR039C,Verified,transmembrane
4263,YAL043C,Verified,null
4264,YIL165C,Uncharacterized,molecular_function
4265,YER042W,Verified,null
4266,YHR146W,Verified,null
4267,YPL125W,Verified,transporter
4268,YDR289C,Verified,RNA polymerase
4269,YPR126C,Dubious,molecular_function
4270,YNL285W,Dubious,molecular_function
4271,YOL140W,Verified,null
4272,YGR125W,Uncharacterized,molecular_function
4273,YLR305C,Verified,kinase
4274,YBR194W,Verified,molecular_function
4275,YJL092W,Verified,null
4276,YMR316W,Verified,molecular_function
4277,YIL038C,Verified,null
4278,YIL138C,Verified,null
4279,YIL143C,Verified,ATP
4280,YGR092W,Verified,kinase
4281,YOL166C,Dubious,molecular_function
4282,YJL207C,Verified,molecular_function
4283,YLR247C,Verified,null
4284,YOR038C,Verified,transcription
4285,YDL235C,Verified,kinase
4286,YGL081W,Uncharacterized,molecular_function
4287,YGR103W,Verified,null
4288,SCER_lnc1551,null,null
4289,YGR178C,Verified,null
4290,YGR057C,Verified,null
4291,YNL139C,Verified,null
4292,YGL143C,Verified,null
4293,YJR123W,Verified,null
4294,YOL075C,Verified,transmembrane
4295,YBR294W,Verified,null
4296,YDL067C,Verified,null
4297,YOL020W,Verified,transmembrane
4298,YDR135C,Verified,transmembrane
4299,YNL292W,Verified,null
4300,YMR256C,Verified,null
4301,YGL242C,Verified,molecular_function
4302,YBL109W,Dubious,molecular_function
4303,YOR252W,Verified,molecular_function
4304,YGR078C,Verified,null
4305,YPR001W,Verified,null
4306,YGR007W,Verified,null
4307,YHL033C,Verified,null
4308,YGL252C,Verified,transcription
4309,YER155C,Verified,null
4310,YBR037C,Verified,null
4311,YGL074C,Dubious,molecular_function
4312,YOR096W,Verified,null
4313,YEL035C,Uncharacterized,molecular_function
4314,YGR025W,Dubious,molecular_function
4315,YPL205C,Dubious,molecular_function
4316,YPL250C,Verified,molecular_function
4317,YNL148C,Verified,null
4318,YGL119W,Verified,kinase
4319,YMR103C,Uncharacterized,molecular_function
4320,YCL056C,Verified,molecular_function
4321,YNL194C,Verified,molecular_function
4322,YCR023C,Verified,molecular_function
4323,YGR278W,Verified,molecular_function
4324,YBL057C,Verified,hydrolase
4325,YBR073W,Verified,ATP
4326,YPR175W,Verified,null
4327,YBR004C,Verified,null
4328,YPR120C,Verified,kinase
4329,YBL041W,Verified,molecular_function
4330,YDL058W,Verified,molecular_function
4331,YNL214W,Verified,null
4332,YLR403W,Verified,transcription
4333,YPR180W,Verified,null
4334,YOR203W,Dubious,molecular_function
4335,YEL013W,Verified,null
4336,YPR040W,Verified,molecular_function
4337,YDR385W,Verified,null
4338,YOR280C,Verified,molecular_function
4339,YDR480W,Verified,transcription
4340,YML004C,Verified,null
4341,YHR093W,Dubious,molecular_function
4342,YLR023C,Verified,molecular_function
4343,YBR059C,Verified,kinase
4344,YDL198C,Verified,transmembrane
4345,YLR072W,Verified,transporter
4346,YER180C,Verified,molecular_function
4347,YGR212W,Verified,null
4348,YJL011C,Verified,RNA polymerase
4349,YKL138C,Verified,null
4350,YPL093W,Verified,null
4351,YDR347W,Verified,null
4352,YER086W,Verified,null
4353,YDR207C,Verified,RNA polymerase
4354,YLR264W,Verified,null
4355,YKR023W,Uncharacterized,molecular_function
4356,YDL218W,Uncharacterized,molecular_function
4357,YKL038W,Verified,RNA polymerase
4358,YDR424C,Verified,ATP
4359,YLR286C,Verified,null
4360,YNL016W,Verified,null
4361,YDL118W,Dubious,molecular_function
4362,YGL199C,Dubious,molecular_function
4363,YKL107W,Uncharacterized,molecular_function
4364,YPL079W,Verified,null
4365,YDL085W,Verified,NADH
4366,YFL049W,Verified,null
4367,YKR018C,Verified,molecular_function
4368,YOR171C,Verified,kinase
4369,YKL003C,Verified,null
4370,YHR069C,Dubious,molecular_function
4371,YDR329C,Verified,null
4372,YFR025C,Verified,null
4373,YBR175W,Verified,histone
4374,YGL249W,Verified,molecular_function
4375,YKL192C,Verified,null
4376,YIL041W,Verified,molecular_function
4377,YLR311C,Dubious,molecular_function
4378,YPR098C,Verified,molecular_function
4379,YNR009W,Verified,transcription
4380,__not_aligned,null,null
4381,YJR151C,Verified,molecular_function
4382,YKL065C,Verified,molecular_function
4383,YJR046W,Verified,ATP
4384,YMR007W,Uncharacterized,molecular_function
4385,YDL172C,Dubious,molecular_function
4386,YFL023W,Verified,molecular_function
4387,YDR092W,Verified,null
4388,YPL108W,Uncharacterized,molecular_function
4389,YBR171W,Verified,transporter
4390,YJL157C,Verified,kinase
4391,YNL070W,Verified,null
4392,YOR059C,Verified,null
4393,YOR273C,Verified,transmembrane
4394,YBR200W,Uncharacterized,null
4395,YNL262W,Verified,null
4396,YAR028W,Uncharacterized,molecular_function
4397,YAR053W,Dubious,molecular_function
4398,YOL069W,Verified,null
4399,YLL042C,Verified,null
4400,YDR412W,Verified,molecular_function
4401,YDR129C,Verified,null
4402,YOL134C,Dubious,molecular_function
4403,YJL199C,Uncharacterized,molecular_function
4404,YBR157C,Verified,molecular_function
4405,YCL036W,Verified,molecular_function
4406,YOL092W,Verified,transmembrane
4407,YOR077W,Verified,molecular_function
4408,YOL043C,Verified,null
4409,YDR402C,Verified,null
4410,YIL026C,Verified,null
4411,YEL041W,Verified,kinase
4412,YGL042C,Dubious,molecular_function
4413,YNL244C,Verified,null
4414,YNR027W,Verified,kinase
4415,YLR458W,Dubious,molecular_function
4416,YGL055W,Verified,null
4417,YBR092C,Verified,null
4418,YNL095C,Uncharacterized,molecular_function
4419,YDR529C,Verified,null
4420,YGR044C,Verified,RNA polymerase
4421,YBL113C,Uncharacterized,null
4422,YOR219C,Verified,peptidase
4423,YLR135W,Verified,null
4424,YPL226W,Verified,ATP
4425,SCER_lnc0960,null,null
4426,YML018C,Verified,molecular_function
4427,YDL044C,Verified,null
4428,YLR160C,Verified,null
4429,YDL011C,Dubious,molecular_function
4430,YER112W,Verified,snRNA binding
4431,YDR355C,Dubious,molecular_function
4432,YKR100C,Verified,molecular_function
4433,YIL084C,Verified,histone
4434,YOR302W,Verified,null
4435,YAR075W,Dubious,molecular_function
4436,YLR419W,Uncharacterized,null
4437,YHL016C,Verified,transmembrane
4438,YMR193W,Verified,null
4439,YLL039C,Verified,ATP
4440,YCR053W,Verified,null
4441,YML023C,Verified,null
4442,YLR091W,Verified,molecular_function
4443,YER047C,Verified,ATP
4444,YKR053C,Verified,null
4445,YML098W,Verified,transcription
4446,YLR420W,Verified,null
4447,YJR067C,Verified,molecular_function
4448,YDL153C,Verified,molecular_function
4449,YMR071C,Verified,molecular_function
4450,YIR033W,Verified,molecular_function
4451,YGL016W,Verified,transporter
4452,YDL216C,Verified,peptidase
4453,YMR120C,Verified,hydrolase
4454,YER029C,Verified,molecular_function
4455,YKR075C,Uncharacterized,molecular_function
4456,YOR194C,Verified,transcription
4457,YMR200W,Verified,null
4458,YPR034W,Verified,null
4459,YGR233C,Verified,kinase
4460,YCR039C,Verified,transcription
4461,YPR061C,Verified,molecular_function
4462,YDR271C,Dubious,molecular_function
4463,YOR299W,Verified,molecular_function
4464,YDR224C,Verified,null
4465,YHR189W,Verified,null
4466,YLR385C,Verified,molecular_function
4467,YDR013W,Verified,molecular_function
4468,YLR218C,Verified,molecular_function
4469,YBR138C,Uncharacterized,molecular_function
4470,YNL162W,Verified,null
4471,YDR362C,Verified,RNA polymerase
4472,YNL115C,Uncharacterized,molecular_function
4473,YGL138C,Uncharacterized,molecular_function
4474,YJL174W,Verified,molecular_function
4475,YLR298C,Verified,null
4476,YNL057W,Dubious,molecular_function
4477,YDR157W,Dubious,molecular_function
4478,YJR058C,Verified,molecular_function
4479,YPR156C,Verified,transmembrane
4480,YDR359C,Verified,molecular_function
4481,YKL124W,Verified,molecular_function
4482,YDR304C,Verified,null
4483,YKL171W,Verified,kinase
4484,YOR136W,Verified,NAD+
4485,YJL056C,Verified,RNA polymerase
4486,YPL063W,Verified,null
4487,YOL142W,Verified,null
4488,YDR287W,Verified,null
4489,YGL209W,Verified,RNA polymerase
4490,YLR400W,Dubious,molecular_function
4491,YAL041W,Verified,null
4492,YDR199W,Dubious,molecular_function
4493,YPL127C,Verified,null
4494,YJL090C,Verified,kinase
4495,YBR196C,Uncharacterized,null
4496,YHR140W,Uncharacterized,molecular_function
4497,YDR002W,Verified,null
4498,YOL164W,Verified,null
4499,YNL039W,Verified,transcription
4500,YLR198C,Dubious,molecular_function
4501,YJL205C,Verified,molecular_function
4502,YJR118C,Verified,molecular_function
4503,YIL141W,Dubious,molecular_function
4504,YLR245C,Verified,null
4505,YGL083W,Verified,molecular_function
4506,YGR101W,Verified,peptidase
4507,YLR232W,Dubious,molecular_function
4508,YDL237W,Verified,molecular_function
4509,YJR085C,Verified,molecular_function
4510,YOL077C,Verified,rRNA binding
4511,YDR137W,Verified,null
4512,YHR031C,Verified,ATP
4513,YKL209C,Verified,ATP
4514,YGR049W,Verified,molecular_function
4515,YDL061C,Verified,null
4516,YLR441C,Verified,null
4517,YIL010W,Verified,null
4518,YEL033W,Uncharacterized,molecular_function
4519,YNR051C,Verified,null
4520,YBR292C,Dubious,molecular_function
4521,YGR005C,Verified,transcription
4522,YML111W,Verified,null
4523,YHL034C,Verified,ATP
4524,YGL240W,Verified,null
4525,YLR332W,Verified,transmembrane
4526,YOR392W,Dubious,molecular_function
4527,YGL254W,Verified,RNA polymerase
4528,YOL059W,Verified,NAD+
4529,YFR006W,Uncharacterized,molecular_function
4530,YHL031C,Verified,receptor
4531,YLR444C,Dubious,molecular_function
4532,YOR026W,Verified,null
4533,YER036C,Verified,ATP
4534,YOR090C,Verified,dehydrogenase
4535,YPL207W,Verified,molecular_function
4536,YGR027C,Verified,null
4537,YCL054W,Verified,null
4538,YGL117W,Uncharacterized,molecular_function
4539,YLR410W,Verified,kinase
4540,YMR105C,Verified,null
4541,YER182W,Uncharacterized,molecular_function
4542,YCR025C,Dubious,molecular_function
4543,YDR060W,Verified,null
4544,YBL055C,Verified,null
4545,YOR188W,Verified,molecular_function
4546,YNL314W,Verified,transcription
4547,YLL018C,Verified,tRNA
4548,YDR174W,Verified,null
4549,YPR177C,Dubious,molecular_function
4550,YOR155C,Verified,null
4551,YGL101W,Uncharacterized,molecular_function
4552,YOR250C,Verified,null
4553,YOR205C,Verified,molecular_function
4554,YBL043W,Verified,molecular_function
4555,YPR042C,Verified,null
4556,YCL009C,Verified,null
4557,YEL048C,Verified,molecular_function
4558,YHL029C,Uncharacterized,molecular_function
4559,YGR190C,Dubious,molecular_function
4560,YDR482C,Verified,molecular_function
4561,YPR182W,Verified,molecular_function
4562,YLR021W,Verified,molecular_function
4563,YLR074C,Verified,null
4564,YNL216W,Verified,transcription
4565,YLR405W,Verified,tRNA
4566,YKL039W,Verified,molecular_function
4567,YPR148C,Verified,molecular_function
4568,YMR089C,Verified,ATP
4569,YDR345C,Verified,transmembrane
4570,YOR108W,Verified,null
4571,YJL068C,Verified,hydrolase
4572,YGR210C,Uncharacterized,molecular_function
4573,YHR179W,Verified,ADP
4574,YNL049C,Verified,null
4575,YDR250C,Dubious,molecular_function
4576,YKR025W,Verified,RNA polymerase
4577,YCR087W,Dubious,molecular_function
4578,YDR205W,Verified,transmembrane
4579,YJL108C,Verified,molecular_function
4580,YLR266C,Verified,RNA polymerase
4581,YER088C,Dubious,null
4582,YLR284C,Verified,null
4583,YNL014W,Verified,ATP
4584,YKL101W,Verified,kinase
4585,YPR028W,Verified,null
4586,YJL035C,Verified,tRNA
4587,YOR120W,Verified,ADP
4588,YBL088C,Verified,kinase
4589,YLR116W,Verified,null
4590,YER008C,Verified,null
4591,YIR028W,Verified,transmembrane
4592,YJR155W,Verified,NAD+
4593,YOR177C,Verified,null
4594,YLR192C,Verified,null
4595,YBR177C,Verified,null
4596,YJL155C,Verified,kinase
4597,YIR004W,Verified,null
4598,YFR027W,Verified,null
4599,YJL122W,Verified,molecular_function
4600,YGR148C,Verified,null
4601,YLR152C,Uncharacterized,molecular_function
4602,YDR459C,Verified,null
4603,YLR313C,Verified,molecular_function
4604,YNR007C,Verified,null
4605,YJR153W,Verified,null
4606,YKL190W,Verified,null
4607,YGL239C,Dubious,molecular_function
4608,YKL063C,Uncharacterized,molecular_function
4609,YDL170W,Verified,RNA polymerase
4610,YJR044C,Verified,molecular_function
4611,YJR011C,Uncharacterized,molecular_function
4612,YMR009W,Verified,null
4613,YNL072W,Verified,null
4614,YFL021W,Verified,null
4615,YJL219W,Verified,transmembrane
4616,YMR283C,Verified,null
4617,YDR090C,Uncharacterized,molecular_function
4618,YIL108W,Verified,molecular_function
4619,YMR187C,Uncharacterized,molecular_function
4620,YOR359W,Verified,null
4621,YNL239W,Verified,RNA polymerase
4622,YDR410C,Verified,null
4623,YLL040C,Verified,molecular_function
4624,YOR322C,Verified,null
4625,YBR193C,Verified,RNA polymerase
4626,YNL147W,Verified,null
4627,YOR002W,Verified,null
4628,YOR075W,Verified,receptor
4629,YDR404C,Verified,RNA polymerase
4630,YLR352W,Uncharacterized,molecular_function
4631,YFR018C,Uncharacterized,molecular_function
4632,YKL006W,Verified,null
4633,YNL242W,Verified,null
4634,YOL090W,Verified,ATP
4635,YNL145W,Verified,null
4636,YNR021W,Uncharacterized,molecular_function
4637,YBR094W,Verified,molecular_function
4638,YDR527W,Verified,molecular_function
4639,YGR042W,Verified,molecular_function
4640,YLR338W,Dubious,molecular_function
4641,YNL093W,Verified,null
4642,YOL001W,Verified,kinase
4643,YBL111C,Verified,molecular_function
4644,YPL224C,Verified,molecular_function
4645,YLR137W,Verified,null
4646,YDL042C,Verified,histone
4647,YBR096W,Uncharacterized,molecular_function
4648,YDR531W,Verified,kinase
4649,YOL136C,Verified,kinase
4650,YLR002C,Verified,null
4651,YER145C,Dubious,transmembrane
4652,YER110C,Verified,transporter
4653,YHR123W,Verified,null
4654,YOR304W,Verified,null
4655,YJR133W,Verified,null
4656,__too_low_aQual,null,null
4657,YHL010C,Verified,null
4658,YIL082W,Dubious,null
4659,YMR191W,Verified,null
4660,YLR108C,Verified,molecular_function
4661,YKR008W,Verified,histone
4662,YDR226W,Verified,kinase
4663,YLR097C,Verified,null
4664,YDR108W,Verified,molecular_function
4665,YLR426W,Uncharacterized,molecular_function
4666,YDL155W,Verified,kinase
4667,YGL102C,Dubious,molecular_function
4668,YMR079W,Verified,transporter
4669,YMR126C,Uncharacterized,molecular_function
4670,YGL014W,Verified,null
4671,YML043C,Verified,RNA polymerase
4672,YLR068W,Verified,molecular_function
4673,YMR279C,Verified,transmembrane
4674,YER027C,Verified,kinase
4675,YKR073C,Dubious,molecular_function
4676,YDL013W,Verified,null
4677,YKR088C,Verified,molecular_function
4678,YMR206W,Uncharacterized,molecular_function
4679,YOR196C,Verified,null
4680,YOR231W,Verified,kinase
4681,YPR036W,Verified,ATP
4682,YGR235C,Verified,molecular_function
4683,YEL067C,Uncharacterized,molecular_function
4684,YLR406C,Uncharacterized,null
4685,YKL173W,Verified,snRNA binding
4686,SCER_lnc0319,null,null
4687,YLR383W,Verified,damage
4688,YLL020C,Dubious,molecular_function
4689,YDR037W,Verified,tRNA
4690,YDR469W,Verified,null
4691,YGL051W,Verified,molecular_function
4692,YNL160W,Verified,molecular_function
4693,YMR013C,Verified,kinase
4694,YDR219C,Verified,molecular_function
4695,YCR011C,Verified,transmembrane
4696,YNL055C,Verified,null
4697,YFL002C,Verified,ATP
4698,YDR155C,Verified,null
4699,YGL181W,Verified,transcription
4700,YJL176C,Verified,histone
4701,YPL087W,Verified,null
4702,YPL065W,Verified,null
4703,YJL054W,Verified,null
4704,YOR134W,Verified,null
4705,YPR154W,Verified,molecular_function
4706,YKL122C,Verified,molecular_function
4707,YAL038W,Verified,kinase
4708,YAL047C,Verified,null
4709,YDR285W,Verified,null
4710,YGR107W,Dubious,molecular_function
4711,YOL119C,Verified,transporter
4712,YIL169C,Verified,molecular_function
4713,YHR121W,Verified,null
4714,YJL096W,Verified,null
4715,YHR142W,Verified,null
4716,YPL129W,Verified,transcription
4717,YBR190W,Dubious,molecular_function
4718,YOL162W,Uncharacterized,transmembrane
4719,YLR196W,Verified,molecular_function
4720,YJL203W,Verified,null
4721,YAL065C,Uncharacterized,molecular_function
4722,YIL147C,Verified,kinase
4723,YGL085W,Uncharacterized,molecular_function
4724,YKL017C,Verified,ATP
4725,YLR230W,Dubious,molecular_function
4726,YPL201C,Verified,molecular_function
4727,YBL018C,Verified,null
4728,YDR131C,Verified,null
4729,YIL012W,Dubious,molecular_function
4730,YEL031W,Verified,transmembrane
4731,YOL071W,Verified,null
4732,YNR053C,Verified,null
4733,YDL063C,Verified,null
4734,YNL298W,Verified,kinase
4735,YBR290W,Verified,null
4736,YNR075W,Verified,molecular_function
4737,YML113W,Verified,null
4738,YHR202W,Uncharacterized,molecular_function
4739,YHR008C,Verified,null
4740,YLR330W,Verified,null
4741,YFR051C,Verified,molecular_function
4742,YHL037C,Dubious,molecular_function
4743,YNR068C,Uncharacterized,molecular_function
4744,YOL057W,Verified,peptidase
4745,YFR004W,Verified,peptidase
4746,YOR369C,Verified,null
4747,YOR025W,Verified,histone
4748,YOR092W,Verified,ATP
4749,YML128C,Verified,molecular_function
4750,YGL070C,Verified,RNA polymerase
4751,YGL256W,Verified,dehydrogenase
4752,YER184C,Verified,transcription
4753,SCER_lnc0083,null,null
4754,YMR107W,Verified,molecular_function
4755,SCER_lnc0086,null,null
4756,YER166W,Verified,ATP
4757,YHR015W,Verified,null
4758,YCR027C,Verified,null
4759,YDL194W,Verified,receptor
4760,YDL009C,Uncharacterized,molecular_function
4761,YIL021W,Verified,RNA polymerase
4762,YNL198C,Dubious,molecular_function
4763,YGL115W,Verified,kinase
4764,YMR247C,Verified,null
4765,YBR077C,Verified,null
4766,YDR176W,Verified,histone
4767,YDR381W,Verified,ATP
4768,YGL103W,Verified,null
4769,YDR484W,Verified,null
4770,YOR207C,Verified,RNA polymerase
4771,YNL183C,Verified,kinase
4772,YGR192C,Verified,NAD+
4773,YBL045C,Verified,null
4774,YPR184W,Verified,null
4775,YER064C,Verified,molecular_function
4776,YNL218W,Verified,ATP
4777,YLR407W,Uncharacterized,molecular_function
4778,YBR088C,Verified,null
4779,YLR076C,Dubious,molecular_function
4780,YBR055C,Verified,molecular_function
4781,YOR175C,Verified,null
4782,YNL329C,Verified,ATP
4783,YJL015C,Dubious,molecular_function
4784,YLL002W,Verified,histone
4785,YGL028C,Verified,null
4786,YGR216C,Verified,null
4787,YNL012W,Verified,null
4788,YJL220W,Dubious,molecular_function
4789,YCR085W,Uncharacterized,molecular_function
4790,YPL184C,Verified,null
4791,YLR282C,Dubious,molecular_function
4792,YDR203W,Dubious,molecular_function
4793,YDR252W,Verified,null
4794,YJL037W,Verified,molecular_function
4795,YDR054C,Verified,null
4796,YBR008C,Verified,transporter
4797,YPR171W,Verified,null
4798,YKL103C,Verified,peptidase
4799,YLR114C,Verified,molecular_function
4800,YML037C,Uncharacterized,molecular_function
4801,YLR141W,Verified,transcription
4802,YDL089W,Verified,molecular_function
4803,YPL159C,Verified,molecular_function
4804,YBR102C,Verified,molecular_function
4805,YDR096W,Verified,RNA polymerase
4806,YJL120W,Dubious,molecular_function
4807,YKL102C,Dubious,molecular_function
4808,YHR065C,Verified,ATP
4809,YPL046C,Verified,null
4810,YLR315W,Verified,molecular_function
4811,YKL196C,Verified,receptor
4812,YNR005C,Dubious,molecular_function
4813,YFR021W,Verified,null
4814,YNL129W,Verified,kinase
4815,YJR013W,Verified,null
4816,YDL176W,Verified,molecular_function
4817,YKR027W,Verified,molecular_function
4818,YHR053C,Verified,null
4819,YKL034W,Verified,null
4820,YKL061W,Verified,molecular_function
4821,YJR042W,Verified,null
4822,YMR281W,Verified,null
4823,YKL169C,Dubious,molecular_function
4824,YHR186C,Verified,null
4825,YFL027C,Verified,null
4826,YPL133C,Verified,RNA polymerase
4827,YMR302C,Verified,molecular_function
4828,YMR189W,Verified,dehydrogenase
4829,YBR204C,Verified,hydrolase
4830,YDL223C,Verified,molecular_function
4831,YNR023W,Verified,null
4832,YOL096C,Verified,null
4833,YAL004W,Dubious,molecular_function
4834,YBR259W,Verified,molecular_function
4835,YDR406W,Dubious,transmembrane
4836,YNL240C,Verified,null
4837,YBR222C,Verified,null
4838,YOR306C,Verified,transporter
4839,YCL017C,Verified,null
4840,YNL091W,Verified,molecular_function
4841,YER025W,Verified,tRNA
4842,YMR226C,Verified,ADP
4843,YHL012W,Uncharacterized,molecular_function
4844,YNL281W,Verified,ATP
4845,YPL273W,Verified,null
4846,YGR015C,Uncharacterized,molecular_function
4847,YDR525W,Verified,molecular_function
4848,YGR040W,Verified,kinase
4849,YER178W,Verified,dehydrogenase
4850,YOL003C,Verified,null
4851,YPL222W,Uncharacterized,molecular_function
4852,YJL140W,Verified,RNA polymerase
4853,YOR320C,Verified,null
4854,YOL138C,Verified,molecular_function
4855,YDR533C,Verified,null
4856,YER147C,Dubious,molecular_function
4857,YOL038W,Verified,molecular_function
4858,YKL211C,Verified,null
4859,YDR220C,Dubious,molecular_function
4860,YLR424W,Verified,ATP
4861,YCL066W,Verified|silenced_gene,transcription
4862,YER043C,Verified,null
4863,YCL059C,Verified,molecular_function
4864,YLR095C,Verified,ATP
4865,YBR034C,Verified,null
4866,YLR040C,Verified,molecular_function
4867,YJR063W,Verified,transcription
4868,YMR161W,Verified,ATP
4869,YDL157C,Uncharacterized,molecular_function
4870,YJL184W,Verified,null
4871,YDL040C,Verified,null
4872,YDL015C,Verified,null
4873,YKR086W,Verified,ATP
4874,YML041C,Verified,null
4875,YER078C,Verified,peptidase
4876,YCR001W,Uncharacterized,molecular_function
4877,YMR204C,Verified,null
4878,YML014W,Verified,tRNA
4879,YKR071C,Verified,null
4880,YGL261C,Uncharacterized,molecular_function
4881,YOR233W,Verified,kinase
4882,YMR179W,Verified,molecular_function
4883,YGR280C,Verified,null
4884,YGR237C,Uncharacterized,molecular_function
4885,YEL069C,Verified,transmembrane
4886,YKL120W,Verified,transmembrane
4887,YKL175W,Verified,transmembrane
4888,YLR381W,Verified,molecular_function
4889,YMR011W,Verified,transmembrane
4890,YDL200C,Verified,null
4891,YJR009C,Verified,NAD+
4892,YER092W,Verified,molecular_function
4893,YLR131C,Verified,transcription
4894,YCR013C,Dubious,molecular_function
4895,YFL004W,Verified,molecular_function
4896,YGL183C,Verified,null
4897,YMR153W,Verified,transporter
4898,YMR124W,Verified,molecular_function
4899,YPR103W,Verified,peptidase
4900,YPL085W,Verified,null
4901,YPR152C,Verified,molecular_function
4902,YJL052W,Verified,NAD+
4903,YOR132W,Verified,transporter
4904,YPL067C,Uncharacterized,molecular_function
4905,YGL087C,Verified,null
4906,YPR080W,Verified,null
4907,YGR172C,Verified,molecular_function
4908,YAL045C,Dubious,molecular_function
4909,YGR105W,Verified,molecular_function
4910,YBR269C,Verified,molecular_function
4911,YDR283C,Verified,tRNA
4912,YBR192W,Verified,transporter
4913,YOR049C,Verified,ATP
4914,YBR125C,Verified,null
4915,YJL094C,Verified,null
4916,YGR074W,Verified,null
4917,YNL166C,Verified,null
4918,YOL160W,Dubious,molecular_function
4919,YAL067C,Verified,transporter
4920,YIL132C,Verified,molecular_function
4921,YIL145C,Verified,null
4922,YLR194C,Verified,null
4923,YKL015W,Verified,RNA polymerase
4924,YLR236C,Dubious,molecular_function
4925,YJR089W,Verified,molecular_function
4926,YPL110C,Verified,null
4927,YJL201W,Verified,molecular_function
4928,YKL040C,Verified,molecular_function
4929,YLR249W,Verified,ATP
4930,YGL158W,Verified,kinase
4931,YOL073C,Verified,molecular_function
4932,YPL203W,Verified,kinase
4933,YNR055C,Verified,transmembrane
4934,YHR035W,Verified,null
4935,YHR200W,Verified,null
4936,YDR184C,Verified,molecular_function
4937,YDR133C,Dubious,molecular_function
4938,YML115C,Verified,null
4939,YNL221C,Verified,null
4940,YOL055C,Verified,kinase
4941,YIL032C,Dubious,molecular_function
4942,YNL108C,Verified,null
4943,YFR053C,Verified,kinase
4944,YHL035C,Verified,transmembrane
4945,YLR336C,Verified,molecular_function
4946,YFR002W,Verified,null
4947,YBR211C,Verified,molecular_function
4948,YGR089W,Verified,molecular_function
4949,YGR023W,Verified,molecular_function
4950,YGL072C,Dubious,molecular_function
4951,YGL258W,Verified,molecular_function
4952,YDL196W,Dubious,molecular_function
4953,YHR100C,Verified,null
4954,YBR057C,Verified,null
4955,YPL269W,Verified,molecular_function
4956,YER186C,Uncharacterized,molecular_function
4957,YER164W,Verified,ATP
4958,YER131W,Verified,null
4959,YCL058C,Verified,molecular_function
4960,YMR245W,Dubious,molecular_function
4961,YGL113W,Verified,null
4962,YGR009C,Verified,receptor
4963,YCL005W,Verified,molecular_function
4964,YGL105W,Verified,tRNA
4965,YEL019C,Verified,kinase
4966,YLR214W,Verified,null
4967,YPR186C,Verified,RNA polymerase
4968,YGR194C,Verified,kinase
4969,YDR486C,Verified,molecular_function
4970,YBL047C,Verified,null
4971,YOR315W,Verified,molecular_function
4972,YLL023C,Verified,null
4973,YMR032W,Verified,null
4974,YDL129W,Verified,molecular_function
4975,YPL099C,Verified,molecular_function
4976,YGL026C,Verified,null
4977,YDR201W,Verified,null
4978,YDR254W,Verified,null
4979,YGR263C,Verified,null
4980,YNL045W,Verified,peptidase
4981,YNL010W,Uncharacterized,molecular_function
4982,YJL222W,Verified,null
4983,YGR214W,Verified,null
4984,YPR002W,Verified,molecular_function
4985,YCR083W,Verified,null
4986,YNL310C,Verified,null
4987,YDR052C,Verified,kinase
4988,YPR173C,Verified,ATP
4989,YGR249W,Verified,transcription
4990,YJL031C,Verified,null
4991,YDL021W,Verified,molecular_function
4992,YLR143W,Verified,null
4993,YEL073C,Uncharacterized,molecular_function
4994,YML060W,Verified,null
4995,YML035C,Verified,null
4996,YLR112W,Dubious,molecular_function
4997,YFL025C,Verified,null
4998,YKL009W,Verified,rRNA binding
4999,YFL052W,Verified,RNA polymerase
5000,YOR124C,Verified,null
5001,YDR094W,Dubious,molecular_function
5002,YJL126W,Verified,hydrolase
5003,YJL159W,Verified,ATP
5004,YHR063C,Verified,null
5005,YPL044C,Dubious,molecular_function
5006,YPL033C,Verified,molecular_function
5007,YLR317W,Dubious,molecular_function
5008,YCL052C,Verified,null
5009,SCER_lnc0293,null,null
5010,YNR003C,Verified,RNA polymerase
5011,YDR376W,Verified,ADP
5012,YKL194C,Verified,tRNA
5013,YFR023W,Verified,molecular_function
5014,YNL127W,Verified,molecular_function
5015,YPL182C,Dubious,molecular_function
5016,YLR280C,Dubious,molecular_function
5017,YJR040W,Verified,null
5018,YPR119W,Verified,kinase
5019,YJR015W,Uncharacterized,molecular_function
5020,YHR051W,Verified,null
5021,YKR029C,Verified,histone
5022,YKL036C,Dubious,molecular_function
5023,YJL104W,Verified,null
5024,YMR056C,Verified,ADP
5025,YDL174C,Verified,dehydrogenase
5026,YDL103C,Verified,null
5027,YMR287C,Verified,null
5028,YBR220C,Uncharacterized,molecular_function
5029,YPL131W,Verified,rRNA binding
5030,YIL115C,Verified,transporter
5031,YOL101C,Verified,molecular_function
5032,YJL088W,Verified,null
5033,YHR158C,Verified,molecular_function
5034,YGR155W,Verified,null
5035,YMR300C,Verified,null
5036,YFR049W,Verified,dehydrogenase
5037,YBL028C,Verified,molecular_function
5038,YDL221W,Dubious,molecular_function
5039,YKL089W,Verified,null
5040,YOR006C,Verified,null
5041,YLR277C,Verified,null
5042,YJR157W,Dubious,molecular_function
5043,YOR028C,Verified,transcription
5044,YOL094C,Verified,null
5045,YAL002W,Verified,null
5046,YHR018C,Verified,null
5047,YDR408C,Verified,null
5048,YDR300C,Verified,kinase
5049,YHR195W,Verified,null
